"","Year","Award","Nominee","Winner"
"4736","1973","SOUND MIXING","The Exorcist","YES"
"4737","1973","SOUND MIXING","The Paper Chase","NO"
"4738","1973","SOUND MIXING","Paper Moon","NO"
"4739","1973","SOUND MIXING","The Sting","NO"
"4740","1973","Writing","The Exorcist","YES"
"4741","1973","Writing","The Last Detail","NO"
"4742","1973","Writing","The Paper Chase","NO"
"4743","1973","Writing","Paper Moon","NO"
"4744","1973","Writing","Serpico","NO"
"4745","1973","Writing","American Graffiti","NO"
"4746","1973","Writing","Cries and Whispers","NO"
"4747","1973","Writing","Save the Tiger","NO"
"4748","1973","Writing","The Sting","YES"
"4749","1973","Writing","A Touch of Class","NO"
"4760","1972","ACTOR IN A LEADING ROLE","The Godfather ","YES"
"4761","1972","ACTOR IN A LEADING ROLE","Sleuth ","NO"
"4762","1972","ACTOR IN A LEADING ROLE","Sleuth ","NO"
"4763","1972","ACTOR IN A LEADING ROLE","The Ruling Class ","NO"
"4764","1972","ACTOR IN A LEADING ROLE","Sounder ","NO"
"4765","1972","ACTOR IN A SUPPORTING ROLE","The Heartbreak Kid ","NO"
"4766","1972","ACTOR IN A SUPPORTING ROLE","The Godfather ","NO"
"4767","1972","ACTOR IN A SUPPORTING ROLE","The Godfather ","NO"
"4768","1972","ACTOR IN A SUPPORTING ROLE","Cabaret ","YES"
"4769","1972","ACTOR IN A SUPPORTING ROLE","The Godfather ","NO"
"4770","1972","ACTRESS IN A LEADING ROLE","Cabaret ","YES"
"4771","1972","ACTRESS IN A LEADING ROLE","Lady Sings the Blues ","NO"
"4772","1972","ACTRESS IN A LEADING ROLE","Travels with My Aunt ","NO"
"4773","1972","ACTRESS IN A LEADING ROLE","Sounder ","NO"
"4774","1972","ACTRESS IN A LEADING ROLE","The Emigrants ","NO"
"4775","1972","ACTRESS IN A SUPPORTING ROLE","The Heartbreak Kid ","NO"
"4776","1972","ACTRESS IN A SUPPORTING ROLE","Butterflies Are Free ","YES"
"4777","1972","ACTRESS IN A SUPPORTING ROLE","Pete 'n' Tillie ","NO"
"4778","1972","ACTRESS IN A SUPPORTING ROLE","Fat City ","NO"
"4779","1972","ACTRESS IN A SUPPORTING ROLE","The Poseidon Adventure ","NO"
"4780","1972","ART DIRECTION","Cabaret","YES"
"4781","1972","ART DIRECTION","Lady Sings the Blues","NO"
"4782","1972","ART DIRECTION","The Poseidon Adventure","NO"
"4783","1972","ART DIRECTION","Travels with My Aunt","NO"
"4784","1972","ART DIRECTION","Young Winston","NO"
"4785","1972","CINEMATOGRAPHY","Butterflies Are Free","NO"
"4786","1972","CINEMATOGRAPHY","Cabaret","YES"
"4787","1972","CINEMATOGRAPHY","The Poseidon Adventure","NO"
"4788","1972","CINEMATOGRAPHY","1776","NO"
"4789","1972","CINEMATOGRAPHY","Travels with My Aunt","NO"
"4790","1972","COSTUME DESIGN","The Godfather","NO"
"4791","1972","COSTUME DESIGN","Lady Sings the Blues","NO"
"4792","1972","COSTUME DESIGN","The Poseidon Adventure","NO"
"4793","1972","COSTUME DESIGN","Travels with My Aunt","YES"
"4794","1972","COSTUME DESIGN","Young Winston","NO"
"4795","1972","DIRECTING","Cabaret","YES"
"4796","1972","DIRECTING","Deliverance","NO"
"4797","1972","DIRECTING","The Emigrants","NO"
"4798","1972","DIRECTING","The Godfather","NO"
"4799","1972","DIRECTING","Sleuth","NO"
"4810","1972","FILM EDITING","Cabaret","YES"
"4811","1972","FILM EDITING","Deliverance","NO"
"4812","1972","FILM EDITING","The Godfather","NO"
"4813","1972","FILM EDITING","The Hot Rock","NO"
"4814","1972","FILM EDITING","The Poseidon Adventure","NO"
"4820","1972","Music (Scoring)","The Godfather","NO"
"4821","1972","Music (Scoring)","images","NO"
"4822","1972","Music (Scoring)","Limelight","YES"
"4823","1972","Music (Scoring)","Napoleon and Samantha","NO"
"4824","1972","Music (Scoring)","The Poseidon Adventure","NO"
"4825","1972","Music (Scoring)","Sleuth","NO"
"4826","1972","Music (Scoring)","Cabaret","YES"
"4827","1972","Music (Scoring)","Lady Sings the Blues","NO"
"4828","1972","Music (Scoring)","Man of La Mancha","NO"
"4829","1972","Music (Song)","Ben","NO"
"4830","1972","Music (Song)","The Little Ark","NO"
"4831","1972","Music (Song)","The Life and Times of Judge Roy Bean","NO"
"4832","1972","Music (Song)","The Poseidon Adventure","YES"
"4833","1972","Music (Song)","The Stepmother","NO"
"4834","1972","BEST PICTURE","Cabaret","NO"
"4835","1972","BEST PICTURE","Deliverance","NO"
"4836","1972","BEST PICTURE","The Emigrants","NO"
"4837","1972","BEST PICTURE","The Godfather","YES"
"4838","1972","BEST PICTURE","Sounder","NO"
"4845","1972","SOUND MIXING","Butterflies Are Free","NO"
"4846","1972","SOUND MIXING","Cabaret","YES"
"4847","1972","SOUND MIXING","The Candidate","NO"
"4848","1972","SOUND MIXING","The Godfather","NO"
"4849","1972","SOUND MIXING","The Poseidon Adventure","NO"
"4850","1972","VISUAL EFFECTS","The Poseidon Adventure","YES"
"4851","1972","Writing","Cabaret","NO"
"4852","1972","Writing","The Emigrants","NO"
"4853","1972","Writing","The Godfather","YES"
"4854","1972","Writing","Pete 'n' Tillie","NO"
"4855","1972","Writing","Sounder","NO"
"4856","1972","Writing","The Candidate","YES"
"4857","1972","Writing","The Discreet Charm of the Bourgeoisie","NO"
"4858","1972","Writing","Lady Sings the Blues","NO"
"4859","1972","Writing","Murmur of the Heart","NO"
"4860","1972","Writing","Young Winston","NO"
"4874","1971","ACTOR IN A LEADING ROLE","Sunday Bloody Sunday ","NO"
"4875","1971","ACTOR IN A LEADING ROLE","The French Connection ","YES"
"4876","1971","ACTOR IN A LEADING ROLE","Kotch ","NO"
"4877","1971","ACTOR IN A LEADING ROLE","The Hospital ","NO"
"4878","1971","ACTOR IN A LEADING ROLE","Fiddler on the Roof ","NO"
"4879","1971","ACTOR IN A SUPPORTING ROLE","The Last Picture Show ","NO"
"4880","1971","ACTOR IN A SUPPORTING ROLE","Fiddler on the Roof ","NO"
"4881","1971","ACTOR IN A SUPPORTING ROLE","Sometimes a Great Notion ","NO"
"4882","1971","ACTOR IN A SUPPORTING ROLE","The Last Picture Show ","YES"
"4883","1971","ACTOR IN A SUPPORTING ROLE","The French Connection ","NO"
"4884","1971","ACTRESS IN A LEADING ROLE","McCabe & Mrs. Miller ","NO"
"4885","1971","ACTRESS IN A LEADING ROLE","Klute ","YES"
"4886","1971","ACTRESS IN A LEADING ROLE","Sunday Bloody Sunday ","NO"
"4887","1971","ACTRESS IN A LEADING ROLE","Mary, Queen of Scots ","NO"
"4888","1971","ACTRESS IN A LEADING ROLE","Nicholas and Alexandra ","NO"
"4889","1971","ACTRESS IN A SUPPORTING ROLE","Carnal Knowledge ","NO"
"4890","1971","ACTRESS IN A SUPPORTING ROLE","The Last Picture Show ","NO"
"4891","1971","ACTRESS IN A SUPPORTING ROLE","Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me? ","NO"
"4892","1971","ACTRESS IN A SUPPORTING ROLE","The Last Picture Show ","YES"
"4893","1971","ACTRESS IN A SUPPORTING ROLE","The Go-Between ","NO"
"4894","1971","ART DIRECTION","The Andromeda Strain","NO"
"4895","1971","ART DIRECTION","Bedknobs and Broomsticks","NO"
"4896","1971","ART DIRECTION","Fiddler on the Roof","NO"
"4897","1971","ART DIRECTION","Mary, Queen of Scots","NO"
"4898","1971","ART DIRECTION","Nicholas and Alexandra","YES"
"4899","1971","CINEMATOGRAPHY","Fiddler on the Roof","YES"
"4900","1971","CINEMATOGRAPHY","The French Connection","NO"
"4901","1971","CINEMATOGRAPHY","The Last Picture Show","NO"
"4902","1971","CINEMATOGRAPHY","Nicholas and Alexandra","NO"
"4903","1971","CINEMATOGRAPHY","Summer of '42","NO"
"4904","1971","COSTUME DESIGN","Bedknobs and Broomsticks","NO"
"4905","1971","COSTUME DESIGN","Death in Venice","NO"
"4906","1971","COSTUME DESIGN","Mary, Queen of Scots","NO"
"4907","1971","COSTUME DESIGN","Nicholas and Alexandra","YES"
"4908","1971","COSTUME DESIGN","What's the Matter with Helen?","NO"
"4909","1971","DIRECTING","A Clockwork Orange","NO"
"4910","1971","DIRECTING","Fiddler on the Roof","NO"
"4911","1971","DIRECTING","The French Connection","YES"
"4912","1971","DIRECTING","The Last Picture Show","NO"
"4913","1971","DIRECTING","Sunday Bloody Sunday","NO"
"4924","1971","FILM EDITING","The Andromeda Strain","NO"
"4925","1971","FILM EDITING","A Clockwork Orange","NO"
"4926","1971","FILM EDITING","The French Connection","YES"
"4927","1971","FILM EDITING","Kotch","NO"
"4928","1971","FILM EDITING","Summer of '42","NO"
"4934","1971","Music (Scoring)","Mary, Queen of Scots","NO"
"4935","1971","Music (Scoring)","Nicholas and Alexandra","NO"
"4936","1971","Music (Scoring)","Shaft","NO"
"4937","1971","Music (Scoring)","Straw Dogs","NO"
"4938","1971","Music (Scoring)","Summer of '42","YES"
"4939","1971","Music (Scoring)","Bedknobs and Broomsticks","NO"
"4940","1971","Music (Scoring)","The Boy Friend","NO"
"4941","1971","Music (Scoring)","Fiddler on the Roof","YES"
"4942","1971","Music (Scoring)","Tchaikovsky","NO"
"4943","1971","Music (Scoring)","Willy Wonka and the Chocolate Factory","NO"
"4944","1971","Music (Song)","Bedknobs and Broomsticks","NO"
"4945","1971","Music (Song)","Sometimes a Great Notion","NO"
"4946","1971","Music (Song)","Bless the Beasts & Children","NO"
"4947","1971","Music (Song)","Kotch","NO"
"4948","1971","Music (Song)","Shaft","YES"
"4949","1971","BEST PICTURE","A Clockwork Orange","NO"
"4950","1971","BEST PICTURE","Fiddler on the Roof","NO"
"4951","1971","BEST PICTURE","The French Connection","YES"
"4952","1971","BEST PICTURE","The Last Picture Show","NO"
"4953","1971","BEST PICTURE","Nicholas and Alexandra","NO"
"4960","1971","SOUND MIXING","Diamonds Are Forever","NO"
"4961","1971","SOUND MIXING","Fiddler on the Roof","YES"
"4962","1971","SOUND MIXING","The French Connection","NO"
"4963","1971","SOUND MIXING","Kotch","NO"
"4964","1971","SOUND MIXING","Mary, Queen of Scots","NO"
"4965","1971","VISUAL EFFECTS","Bedknobs and Broomsticks","YES"
"4966","1971","VISUAL EFFECTS","When Dinosaurs Ruled the Earth","NO"
"4967","1971","Writing","A Clockwork Orange","NO"
"4968","1971","Writing","The Conformist","NO"
"4969","1971","Writing","The French Connection","YES"
"4970","1971","Writing","The Garden of the Finzi Continis","NO"
"4971","1971","Writing","The Last Picture Show","NO"
"4972","1971","Writing","The Hospital","YES"
"4973","1971","Writing","Investigation of a Citizen above Suspicion","NO"
"4974","1971","Writing","Klute","NO"
"4975","1971","Writing","Summer of '42","NO"
"4976","1971","Writing","Sunday Bloody Sunday","NO"
"4984","1970","ACTOR IN A LEADING ROLE","I Never Sang for My Father ","NO"
"4985","1970","ACTOR IN A LEADING ROLE","The Great White Hope ","NO"
"4986","1970","ACTOR IN A LEADING ROLE","Five Easy Pieces ","NO"
"4987","1970","ACTOR IN A LEADING ROLE","Love Story ","NO"
"4988","1970","ACTOR IN A LEADING ROLE","Patton ","YES"
"4989","1970","ACTOR IN A SUPPORTING ROLE","Lovers and Other Strangers ","NO"
"4990","1970","ACTOR IN A SUPPORTING ROLE","Little Big Man ","NO"
"4991","1970","ACTOR IN A SUPPORTING ROLE","I Never Sang for My Father ","NO"
"4992","1970","ACTOR IN A SUPPORTING ROLE","Love Story ","NO"
"4993","1970","ACTOR IN A SUPPORTING ROLE","Ryan's Daughter ","YES"
"4994","1970","ACTRESS IN A LEADING ROLE","The Great White Hope ","NO"
"4995","1970","ACTRESS IN A LEADING ROLE","Women in Love ","YES"
"4996","1970","ACTRESS IN A LEADING ROLE","Love Story ","NO"
"4997","1970","ACTRESS IN A LEADING ROLE","Ryan's Daughter ","NO"
"4998","1970","ACTRESS IN A LEADING ROLE","Diary of a Mad Housewife ","NO"
"4999","1970","ACTRESS IN A SUPPORTING ROLE","Five Easy Pieces ","NO"
"5000","1970","ACTRESS IN A SUPPORTING ROLE","The Landlord ","NO"
"5001","1970","ACTRESS IN A SUPPORTING ROLE","Airport ","YES"
"5002","1970","ACTRESS IN A SUPPORTING ROLE","M*A*S*H ","NO"
"5003","1970","ACTRESS IN A SUPPORTING ROLE","Airport ","NO"
"5004","1970","ART DIRECTION","Airport","NO"
"5005","1970","ART DIRECTION","The Molly Maguires","NO"
"5006","1970","ART DIRECTION","Patton","YES"
"5007","1970","ART DIRECTION","Scrooge","NO"
"5008","1970","ART DIRECTION","Tora! Tora! Tora!","NO"
"5009","1970","CINEMATOGRAPHY","Airport","NO"
"5010","1970","CINEMATOGRAPHY","Patton","NO"
"5011","1970","CINEMATOGRAPHY","Ryan's Daughter","YES"
"5012","1970","CINEMATOGRAPHY","Tora! Tora! Tora!","NO"
"5013","1970","CINEMATOGRAPHY","Women in Love","NO"
"5014","1970","COSTUME DESIGN","Airport","NO"
"5015","1970","COSTUME DESIGN","Cromwell","YES"
"5016","1970","COSTUME DESIGN","Darling Lili","NO"
"5017","1970","COSTUME DESIGN","The Hawaiians","NO"
"5018","1970","COSTUME DESIGN","Scrooge","NO"
"5019","1970","DIRECTING","Fellini Satyricon","NO"
"5020","1970","DIRECTING","Love Story","NO"
"5021","1970","DIRECTING","M*A*S*H","NO"
"5022","1970","DIRECTING","Patton","YES"
"5023","1970","DIRECTING","Women in Love","NO"
"5034","1970","FILM EDITING","Airport","NO"
"5035","1970","FILM EDITING","M*A*S*H","NO"
"5036","1970","FILM EDITING","Patton","YES"
"5037","1970","FILM EDITING","Tora! Tora! Tora!","NO"
"5038","1970","FILM EDITING","Woodstock","NO"
"5044","1970","Music (Scoring)","Airport","NO"
"5045","1970","Music (Scoring)","Cromwell","NO"
"5046","1970","Music (Scoring)","Love Story","YES"
"5047","1970","Music (Scoring)","Patton","NO"
"5048","1970","Music (Scoring)","Sunflower","NO"
"5049","1970","Music (Scoring)","The Baby Maker","NO"
"5050","1970","Music (Scoring)","A Boy Named Charlie Brown","NO"
"5051","1970","Music (Scoring)","Darling Lili","NO"
"5052","1970","Music (Scoring)","Let It Be","YES"
"5053","1970","Music (Scoring)","Scrooge","NO"
"5054","1970","Music (Song)","Lovers and Other Strangers","YES"
"5055","1970","Music (Song)","Pieces of Dreams","NO"
"5056","1970","Music (Song)","Scrooge","NO"
"5057","1970","Music (Song)","Madron","NO"
"5058","1970","Music (Song)","Darling Lili","NO"
"5059","1970","BEST PICTURE","Airport","NO"
"5060","1970","BEST PICTURE","Five Easy Pieces","NO"
"5061","1970","BEST PICTURE","Love Story","NO"
"5062","1970","BEST PICTURE","M*A*S*H","NO"
"5063","1970","BEST PICTURE","Patton","YES"
"5070","1970","SOUND MIXING","Airport","NO"
"5071","1970","SOUND MIXING","Patton","YES"
"5072","1970","SOUND MIXING","Ryan's Daughter","NO"
"5073","1970","SOUND MIXING","Tora! Tora! Tora!","NO"
"5074","1970","SOUND MIXING","Woodstock","NO"
"5075","1970","VISUAL EFFECTS","Patton","NO"
"5076","1970","VISUAL EFFECTS","Tora! Tora! Tora!","YES"
"5077","1970","Writing","Airport","NO"
"5078","1970","Writing","I Never Sang for My Father","NO"
"5079","1970","Writing","Lovers and Other Strangers","NO"
"5080","1970","Writing","M*A*S*H","YES"
"5081","1970","Writing","Women in Love","NO"
"5082","1970","Writing","Five Easy Pieces","NO"
"5083","1970","Writing","Joe","NO"
"5084","1970","Writing","Love Story","NO"
"5085","1970","Writing","My Night at Maud's","NO"
"5086","1970","Writing","Patton","YES"
"5096","1969","ACTOR IN A LEADING ROLE","Anne of the Thousand Days ","NO"
"5097","1969","ACTOR IN A LEADING ROLE","Midnight Cowboy ","NO"
"5098","1969","ACTOR IN A LEADING ROLE","Goodbye, Mr. Chips ","NO"
"5099","1969","ACTOR IN A LEADING ROLE","Midnight Cowboy ","NO"
"5100","1969","ACTOR IN A LEADING ROLE","True Grit ","YES"
"5101","1969","ACTOR IN A SUPPORTING ROLE","The Reivers ","NO"
"5102","1969","ACTOR IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice ","NO"
"5103","1969","ACTOR IN A SUPPORTING ROLE","Easy Rider ","NO"
"5104","1969","ACTOR IN A SUPPORTING ROLE","Anne of the Thousand Days ","NO"
"5105","1969","ACTOR IN A SUPPORTING ROLE","They Shoot Horses, Don't They? ","YES"
"5106","1969","ACTRESS IN A LEADING ROLE","Anne of the Thousand Days ","NO"
"5107","1969","ACTRESS IN A LEADING ROLE","They Shoot Horses, Don't They? ","NO"
"5108","1969","ACTRESS IN A LEADING ROLE","The Sterile Cuckoo ","NO"
"5109","1969","ACTRESS IN A LEADING ROLE","The Happy Ending ","NO"
"5110","1969","ACTRESS IN A LEADING ROLE","The Prime of Miss Jean Brodie ","YES"
"5111","1969","ACTRESS IN A SUPPORTING ROLE","Last Summer ","NO"
"5112","1969","ACTRESS IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice ","NO"
"5113","1969","ACTRESS IN A SUPPORTING ROLE","Cactus Flower ","YES"
"5114","1969","ACTRESS IN A SUPPORTING ROLE","Midnight Cowboy ","NO"
"5115","1969","ACTRESS IN A SUPPORTING ROLE","They Shoot Horses, Don't They? ","NO"
"5116","1969","ART DIRECTION","Anne of the Thousand Days","NO"
"5117","1969","ART DIRECTION","Gaily, Gaily","NO"
"5118","1969","ART DIRECTION","Hello, Dolly!","YES"
"5119","1969","ART DIRECTION","Sweet Charity","NO"
"5120","1969","ART DIRECTION","They Shoot Horses, Don't They?","NO"
"5121","1969","CINEMATOGRAPHY","Anne of the Thousand Days","NO"
"5122","1969","CINEMATOGRAPHY","Bob & Carol & Ted & Alice","NO"
"5123","1969","CINEMATOGRAPHY","Butch Cassidy and the Sundance Kid","YES"
"5124","1969","CINEMATOGRAPHY","Hello, Dolly!","NO"
"5125","1969","CINEMATOGRAPHY","Marooned","NO"
"5126","1969","COSTUME DESIGN","Anne of the Thousand Days","YES"
"5127","1969","COSTUME DESIGN","Gaily, Gaily","NO"
"5128","1969","COSTUME DESIGN","Hello, Dolly!","NO"
"5129","1969","COSTUME DESIGN","Sweet Charity","NO"
"5130","1969","COSTUME DESIGN","They Shoot Horses, Don't They?","NO"
"5131","1969","DIRECTING","Alice's Restaurant","NO"
"5132","1969","DIRECTING","Butch Cassidy and the Sundance Kid","NO"
"5133","1969","DIRECTING","Midnight Cowboy","YES"
"5134","1969","DIRECTING","They Shoot Horses, Don't They?","NO"
"5135","1969","DIRECTING","Z","NO"
"5146","1969","FILM EDITING","Hello, Dolly!","NO"
"5147","1969","FILM EDITING","Midnight Cowboy","NO"
"5148","1969","FILM EDITING","The Secret of Santa Vittoria","NO"
"5149","1969","FILM EDITING","They Shoot Horses, Don't They?","NO"
"5150","1969","FILM EDITING","Z","YES"
"5156","1969","Music (Scoring)","Anne of the Thousand Days","NO"
"5157","1969","Music (Scoring)","Butch Cassidy and the Sundance Kid","YES"
"5158","1969","Music (Scoring)","The Reivers","NO"
"5159","1969","Music (Scoring)","The Secret of Santa Vittoria","NO"
"5160","1969","Music (Scoring)","The Wild Bunch","NO"
"5161","1969","Music (Scoring)","Goodbye, Mr. Chips","NO"
"5162","1969","Music (Scoring)","Hello, Dolly!","YES"
"5163","1969","Music (Scoring)","Paint Your Wagon","NO"
"5164","1969","Music (Scoring)","Sweet Charity","NO"
"5165","1969","Music (Scoring)","They Shoot Horses, Don't They?","NO"
"5166","1969","Music (Song)","The Sterile Cuckoo","NO"
"5167","1969","Music (Song)","The Prime of Miss Jean Brodie","NO"
"5168","1969","Music (Song)","Butch Cassidy and the Sundance Kid","YES"
"5169","1969","Music (Song)","True Grit","NO"
"5170","1969","Music (Song)","The Happy Ending","NO"
"5171","1969","BEST PICTURE","Anne of the Thousand Days","NO"
"5172","1969","BEST PICTURE","Butch Cassidy and the Sundance Kid","NO"
"5173","1969","BEST PICTURE","Hello, Dolly!","NO"
"5174","1969","BEST PICTURE","Midnight Cowboy","YES"
"5175","1969","BEST PICTURE","Z","NO"
"5182","1969","SOUND MIXING","Anne of the Thousand Days","NO"
"5183","1969","SOUND MIXING","Butch Cassidy and the Sundance Kid","NO"
"5184","1969","SOUND MIXING","Gaily, Gaily","NO"
"5185","1969","SOUND MIXING","Hello, Dolly!","YES"
"5186","1969","SOUND MIXING","Marooned","NO"
"5187","1969","VISUAL EFFECTS","Krakatoa, East of Java","NO"
"5188","1969","VISUAL EFFECTS","Marooned","YES"
"5189","1969","Writing","Anne of the Thousand Days","NO"
"5190","1969","Writing","Goodbye, Columbus","NO"
"5191","1969","Writing","Midnight Cowboy","YES"
"5192","1969","Writing","They Shoot Horses, Don't They?","NO"
"5193","1969","Writing","Z","NO"
"5194","1969","Writing","Bob & Carol & Ted & Alice","NO"
"5195","1969","Writing","Butch Cassidy and the Sundance Kid","YES"
"5196","1969","Writing","The Damned","NO"
"5197","1969","Writing","Easy Rider","NO"
"5198","1969","Writing","The Wild Bunch","NO"
"5208","1968","ACTOR IN A LEADING ROLE","The Heart Is a Lonely Hunter ","NO"
"5209","1968","ACTOR IN A LEADING ROLE","The Fixer ","NO"
